# generation best_length mean_best_half
847 68.2954998241 71.3024335349
848 68.2954998241 70.7725345428
849 68.2954998241 71.2285429366
850 68.2954998241 71.4976271876
851 68.2954998241 71.7779510230
852 68.2954998241 71.5334731669
853 68.2954998241 71.1511289139
854 68.2954998241 71.5197836592
855 68.2954998241 72.0251805206
856 68.2954998241 71.4858857645
857 68.2954998241 71.9028630728
858 68.2954998241 71.5017075440
859 68.2954998241 71.1443514526
860 68.2954998241 71.7560824337
861 68.2954998241 71.9260781867
862 68.2954998241 71.8059292572
863 68.2954998241 71.0693889669
864 68.2954998241 70.8597059289
865 68.2954998241 70.3604317915
866 68.0171350626 70.9161912609
867 68.0171350626 71.0111982683
