# generation best_length mean_best_half
853 4.76839 6.01134
854 4.76839 5.98999
855 4.76839 6.0703
856 4.76839 6.01698
857 4.76839 5.94907
858 4.76839 5.9769
859 4.76839 5.95027
860 4.76839 6.00712
861 4.76839 6.02973
862 4.76839 6.02379
863 4.76839 5.99062
864 4.76839 5.93058
865 4.76839 5.91865
866 4.76839 5.84656
867 4.76839 5.81968
868 4.76839 5.77147
869 4.76839 5.78985
870 4.76839 5.93663
871 4.76839 5.78514
872 4.76839 5.81315
873 4.76839 5.85703
874 4.76839 5.81777
875 4.76839 5.79929
876 4.76839 5.82737
877 4.76839 5.75134
878 4.76839 5.74921
879 4.76839 5.77502
880 4.76839 5.86905
881 4.76839 5.9326
882 4.76839 5.97232
883 4.76839 5.99709
884 4.76839 5.95227
885 4.76839 5.95153
886 4.76839 6.00202
887 4.76839 5.96399
888 4.76839 5.88519
889 4.76839 5.90621
890 4.76839 5.92446
891 4.76839 5.88199
892 4.76839 5.9664
893 4.76839 5.96595
894 4.76839 5.99883
895 4.76839 5.97101
896 4.76839 5.84456
897 4.76839 5.798
898 4.76839 5.8994
899 4.76839 5.89225
900 4.76839 5.77221
901 4.76839 5.83111
902 4.76839 5.98273
903 4.76839 5.94263
904 4.76839 6.01647
905 4.76839 5.89378
906 4.76839 5.85581
907 4.76839 5.81421
908 4.76839 5.77117
909 4.76839 5.76423
910 4.76839 5.79858
911 4.76839 5.95624
912 4.76839 5.99901
913 4.76839 5.85575
914 4.76839 5.84673
915 4.76839 5.91287
916 4.76839 5.82926
917 4.76839 5.92241
918 4.76839 6.02424
919 4.76839 5.95586
920 4.76839 5.92274
921 4.76839 5.95369
922 4.76839 5.94561
923 4.76839 5.98606
924 4.76839 5.72303
925 4.76839 5.81977
926 4.76839 5.7784
927 4.76839 5.85409
928 4.76839 5.78463
929 4.76839 5.86291
930 4.76839 5.87763
931 4.76839 6.07102
932 4.76839 5.99607
933 4.76839 6.01279
934 4.76839 5.97337
935 4.76839 5.92169
936 4.76839 5.88732
937 4.76839 5.83037
938 4.76839 5.65495
939 4.76839 5.79055
940 4.76839 5.65321
941 4.76839 5.73086
942 4.76839 5.7928
943 4.76839 5.90284
944 4.76839 5.9516
945 4.76839 5.9497
946 4.76839 6.03977
947 4.76839 5.97765
948 4.76839 5.83894
949 4.76839 5.80727
950 4.76839 5.85277
951 4.76839 5.88168
952 4.76839 5.98917
953 4.76839 6.07903
954 4.76839 6.01566
955 4.76839 5.89145
956 4.76839 5.83564
957 4.76839 5.72829
958 4.76839 5.69921
959 4.76839 5.61552
960 4.76839 5.65393
961 4.76839 5.63854
962 4.76839 5.7663
963 4.76839 5.68036
964 4.76839 5.68146
965 4.76839 5.70074
966 4.76839 5.84093
967 4.76839 5.87039
968 4.76839 5.78088
969 4.76839 5.72144
970 4.76839 5.75972
971 4.76839 5.76275
972 4.76839 5.75271
973 4.76839 5.6978
974 4.76839 5.81495
975 4.76839 5.82238
976 4.76839 5.80961
977 4.76839 5.84009
978 4.76839 5.81291
979 4.76839 5.83723
980 4.76839 5.92605
981 4.76839 5.94352
982 4.76839 5.86029
983 4.76839 5.82186
984 4.76839 5.84448
985 4.76839 5.81675
986 4.76839 5.84003
987 4.76839 5.85591
988 4.76839 5.88057
989 4.76839 5.88292
990 4.76839 6.06936
991 4.76839 5.94923
992 4.76839 5.80152
993 4.76839 5.72087
994 4.76839 5.73532
995 4.76839 5.71456
996 4.76839 5.73691
997 4.76839 5.69641
998 4.76839 5.71445
999 4.76839 5.81369
